name,Strikes Landed,Strikes Attempted,Takedowns Landed,Takedowns Attempted,Significant strikes per Minute,Significant strikes Absorbed per minute,Takedown Average,Submission Average,Significant Strike Defense,Takedown Defense,Knockdown Average,Average Fight Time,Standing Position Strikes,Clinch Position Strikes,Ground Position Strikes,Wins by KO,Wins by Submission,Wins by Decision,Strikes to Head,Strikes To Body,Strikes To Leg,wins,losses,draws,Win percentage,Striking Accuracy,Takedown Accuracy,Total Fights
Luis Pena,376,802,1.0,24,3.66,3.12,1.17,1.17,0.51,0.48,0.15,12.83,0.65,0.09,0.25,0.08,0.76,0.16,313.0,47.0,16.0,9,3,0,0.75,0.4688279301745636,0.0416666666666666,12
Tyson Pedro,132,204,2.0,8,2.89,2.36,0.66,1.31,0.51,0.53,0.98,6.53,0.64,0.24,0.11,0.38,0.0,0.63,72.0,31.0,29.0,8,3,0,0.7272727272727273,0.6470588235294118,0.25,11
Ross Pearson,1114,2766,15.0,42,3.68,4.09,0.74,0.0,0.62,0.75,0.3,11.65,0.82,0.15,0.02,0.36,0.45,0.18,588.0,314.0,212.0,22,16,0,0.5789473684210527,0.4027476500361533,0.3571428571428571,38
Alberto Pereira,19,36,2.0,4,1.79,3.49,2.83,0.0,0.46,0.67,0.0,5.3,0.21,0.58,0.21,0.44,0.11,0.44,15.0,4.0,0.0,9,2,0,0.8181818181818182,0.5277777777777778,0.5,11
Viviane Pereira,162,540,1.0,1,2.7,4.48,0.25,0.25,0.58,0.29,0.0,15.0,0.87,0.08,0.05,0.31,0.54,0.15,122.0,28.0,12.0,13,1,0,0.9285714285714286,0.3,1.0,14
Robbie Peralta,383,857,0.0,6,3.76,2.97,0.59,0.0,0.53,0.65,0.74,11.33,0.67,0.27,0.07,0.72,0.17,0.11,148.0,99.0,136.0,18,6,0,0.75,0.4469078179696616,0.0,24
Nick Penner,12,40,0.0,0,1.25,4.6,0.0,0.0,0.39,0.4,1.57,4.78,0.67,0.17,0.17,0.0,0.0,0.0,10.0,2.0,0.0,12,3,0,0.8,0.3,0.0,15
Jessica Penne,339,1055,5.0,56,2.62,4.74,1.39,0.58,0.47,0.4,0.0,11.77,0.74,0.15,0.1,0.14,0.29,0.57,204.0,117.0,18.0,14,7,0,0.6666666666666666,0.3213270142180094,0.0892857142857142,21
Raquel Pennington,886,1749,11.0,53,3.93,3.28,1.0,0.66,0.63,0.63,0.0,14.1,0.6,0.33,0.07,0.07,0.64,0.29,505.0,278.0,103.0,14,9,0,0.6086956521739131,0.5065751858204688,0.2075471698113207,23
BJ Penn,1146,2346,26.0,60,2.76,3.2,1.19,0.51,0.57,0.75,0.29,12.98,0.59,0.23,0.19,0.44,0.19,0.38,879.0,202.0,65.0,16,14,2,0.5,0.4884910485933504,0.4333333333333333,32
Alex Perez,271,563,7.0,25,4.67,3.14,2.84,1.29,0.6,0.78,0.78,5.8,0.67,0.16,0.17,0.21,0.5,0.29,169.0,34.0,68.0,24,7,0,0.7741935483870968,0.4813499111900532,0.28,31
Thiago Perpétuo,86,123,0.0,6,5.39,3.51,2.82,0.0,0.51,0.67,1.88,5.32,0.48,0.13,0.4,0.78,0.11,0.11,58.0,23.0,5.0,9,4,1,0.6428571428571429,0.6991869918699187,0.0,14
Jay Perrin,85,204,2.0,10,2.83,3.7,3.0,0.0,0.44,0.55,0.0,15.0,0.62,0.31,0.07,0.2,0.4,0.4,44.0,33.0,8.0,10,5,0,0.6666666666666666,0.4166666666666667,0.2,15
Hernani Perpetuo,82,282,0.0,4,2.73,4.37,0.0,0.5,0.55,0.38,0.0,15.0,0.93,0.06,0.01,0.41,0.35,0.24,45.0,14.0,23.0,17,5,0,0.7727272727272727,0.2907801418439716,0.0,22
Frankie Perez,70,168,5.0,12,1.64,2.17,1.75,0.35,0.54,0.5,0.35,10.7,0.63,0.06,0.31,0.2,0.3,0.5,27.0,16.0,27.0,10,4,0,0.7142857142857143,0.4166666666666667,0.4166666666666667,14
Alejandro Pérez,479,1344,3.0,22,3.45,3.18,0.54,0.32,0.62,0.71,0.11,10.68,0.8,0.06,0.14,0.43,0.3,0.26,296.0,60.0,123.0,23,9,1,0.696969696969697,0.3563988095238095,0.1363636363636363,33
Seth Petruzelli,66,160,1.0,2,2.03,2.09,0.46,2.31,0.55,0.48,0.92,8.13,0.64,0.18,0.18,0.0,0.0,0.0,43.0,12.0,11.0,14,7,0,0.6666666666666666,0.4125,0.5,21
Armen Petrosyan,178,327,0.0,0,5.17,2.26,0.0,0.0,0.54,0.31,0.44,11.48,0.89,0.01,0.1,0.86,0.14,0.0,68.0,44.0,66.0,7,2,0,0.7777777777777778,0.5443425076452599,0.0,9
Andre Petroski,119,192,8.0,17,4.07,2.05,4.1,4.1,0.53,1.0,0.0,9.75,0.5,0.0,0.5,0.5,0.0,0.5,96.0,20.0,3.0,8,2,0,0.8,0.6197916666666666,0.4705882352941176,10
Steven Peterson,576,1390,3.0,41,5.17,5.97,1.61,0.81,0.54,0.64,0.13,13.93,0.77,0.13,0.09,0.32,0.32,0.37,387.0,114.0,75.0,19,10,0,0.6551724137931034,0.4143884892086331,0.073170731707317,29
Aaron Phillips,62,109,0.0,1,1.65,3.44,0.0,0.4,0.39,0.44,0.0,12.5,0.45,0.34,0.21,0.5,0.33,0.17,29.0,29.0,4.0,12,4,0,0.75,0.5688073394495413,0.0,16
Vinc Pichel,427,906,17.0,44,3.56,2.5,3.0,0.25,0.58,0.23,0.13,12.0,0.57,0.23,0.19,0.57,0.43,0.0,201.0,103.0,123.0,14,3,0,0.8235294117647058,0.4713024282560706,0.3863636363636363,17
Costas Philippou,244,695,0.0,7,2.19,2.73,0.4,0.27,0.54,0.66,0.67,11.17,0.72,0.12,0.16,0.0,0.0,0.0,196.0,30.0,18.0,13,5,0,0.7222222222222222,0.3510791366906475,0.0,18
Paddy Pimblett,67,126,0.0,5,4.19,3.0,1.88,4.69,0.41,0.6,0.94,5.33,0.78,0.13,0.09,0.32,0.21,0.47,44.0,9.0,14.0,19,3,0,0.8636363636363636,0.5317460317460317,0.0,22
Kyler Phillips,348,709,14.0,28,5.5,3.43,3.32,0.71,0.61,0.69,0.47,10.55,0.67,0.09,0.24,0.5,0.3,0.2,253.0,56.0,39.0,10,2,0,0.8333333333333334,0.4908321579689704,0.5,12
Forrest Petz,184,622,0.0,7,2.27,2.2,1.3,0.0,0.57,0.67,0.93,11.58,0.67,0.24,0.09,0.0,0.0,0.0,91.0,73.0,20.0,24,9,0,0.7272727272727273,0.2958199356913183,0.0,33
Jesus Pinedo,97,255,5.0,5,3.23,4.37,2.5,0.0,0.53,1.0,0.0,15.0,0.77,0.07,0.15,0.44,0.31,0.25,53.0,26.0,18.0,16,5,1,0.7272727272727273,0.3803921568627451,1.0,22
Sergio Pettis,819,2188,11.0,30,3.88,2.91,0.85,0.36,0.65,0.68,0.07,15.08,0.89,0.05,0.06,0.18,0.65,0.18,645.0,82.0,92.0,18,5,0,0.782608695652174,0.3743144424131627,0.3666666666666666,23
Daniel Pineda,247,505,7.0,31,3.35,2.97,1.42,1.63,0.46,0.43,0.2,8.07,0.54,0.06,0.4,0.33,0.0,0.67,175.0,37.0,35.0,27,14,0,0.6585365853658537,0.4891089108910891,0.2258064516129032,41
Domingo Pilarte,49,103,2.0,7,1.31,2.96,1.2,0.8,0.4,0.55,0.0,9.38,0.84,0.14,0.02,0.25,0.25,0.5,29.0,13.0,7.0,8,3,0,0.7272727272727273,0.4757281553398058,0.2857142857142857,11
Dustin Poirier,1631,3204,24.0,76,5.61,4.28,1.44,1.19,0.54,0.64,0.67,10.03,0.75,0.15,0.1,0.54,0.25,0.21,1304.0,153.0,174.0,28,7,0,0.8,0.5090511860174781,0.3157894736842105,35
Oskar Piechota,163,312,2.0,5,3.3,3.93,0.61,1.52,0.52,0.38,0.91,8.23,0.63,0.21,0.16,0.45,0.09,0.45,120.0,26.0,17.0,11,3,1,0.7333333333333333,0.5224358974358975,0.4,15
Grigory Popov,90,238,0.0,1,3.63,4.2,0.0,0.0,0.56,0.45,0.0,12.4,0.86,0.08,0.07,0.31,0.46,0.23,40.0,34.0,16.0,13,3,0,0.8125,0.3781512605042016,0.0,16
John Polakowski,1,23,0.0,0,0.14,2.05,0.0,2.05,0.44,0.75,0.0,11.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,0,0.5,0.0434782608695652,0.0,4
Santiago Ponzinibbio,807,1943,4.0,19,5.0,4.77,0.56,0.0,0.6,0.61,0.84,10.77,0.94,0.02,0.04,0.52,0.28,0.21,603.0,84.0,120.0,29,6,0,0.8285714285714286,0.4153371075656202,0.2105263157894736,35
Igor Pokrajac,272,592,7.0,24,2.25,4.26,0.87,0.25,0.4,0.51,0.5,9.32,0.56,0.3,0.14,0.0,0.0,0.0,228.0,24.0,20.0,25,13,0,0.6578947368421053,0.4594594594594595,0.2916666666666667,38
Wagner Prado,32,80,0.0,1,1.72,3.06,0.0,0.0,0.51,0.22,0.0,6.2,0.88,0.13,0.0,0.0,0.0,0.0,16.0,16.0,0.0,8,2,0,0.8,0.4,0.0,10
Ruan Potts,17,45,0.0,6,0.85,5.92,0.75,2.26,0.23,0.33,0.0,6.63,0.76,0.12,0.12,0.5,0.0,0.5,9.0,3.0,5.0,8,4,0,0.6666666666666666,0.3777777777777777,0.0,12
Jiří Procházka ,230,414,1.0,1,5.77,5.4,0.38,0.38,0.4,0.68,0.75,13.28,0.78,0.04,0.18,0.86,0.03,0.1,196.0,31.0,3.0,29,3,1,0.8787878787878788,0.5555555555555556,1.0,33
Marcin Prachnio,267,491,0.0,3,5.84,4.15,0.0,0.0,0.54,0.54,0.33,7.63,0.85,0.15,0.0,0.73,0.2,0.07,74.0,96.0,97.0,15,6,0,0.7142857142857143,0.5437881873727087,0.0,21
Ihor Potieria,56,95,0.0,1,4.58,5.89,0.0,0.0,0.43,0.33,1.23,6.12,0.75,0.21,0.04,0.47,0.21,0.32,38.0,6.0,12.0,19,3,0,0.8636363636363636,0.5894736842105263,0.0,22
Joe Proctor,222,608,0.0,0,3.39,3.93,0.0,1.83,0.6,0.7,0.46,8.18,0.82,0.14,0.04,0.0,0.0,0.0,152.0,33.0,37.0,11,5,0,0.6875,0.3651315789473684,0.0,16
Lucie Pudilova,400,1100,0.0,8,4.15,4.09,0.16,0.62,0.53,0.61,0.31,13.77,0.75,0.15,0.1,0.25,0.5,0.25,308.0,52.0,40.0,8,6,0,0.5714285714285714,0.3636363636363636,0.0,14
Chris Price,10,15,0.0,0,1.44,2.59,0.0,2.16,0.49,0.33,0.0,3.48,0.3,0.7,0.0,0.0,0.0,0.0,3.0,7.0,0.0,8,2,0,0.8,0.6666666666666666,0.0,10
Niko Price,590,1392,4.0,27,5.16,5.67,0.79,0.79,0.48,0.65,0.66,8.17,0.79,0.1,0.11,0.67,0.13,0.2,350.0,94.0,146.0,15,6,0,0.7142857142857143,0.4238505747126437,0.1481481481481481,21
Vinicius Queiroz,76,148,0.0,10,3.67,4.1,5.07,0.72,0.41,1.0,0.0,10.37,0.62,0.07,0.32,0.0,0.0,0.0,58.0,15.0,3.0,5,2,0,0.7142857142857143,0.5135135135135135,0.0,7
Kyle Prepolec,96,275,0.0,3,3.2,4.7,0.0,0.0,0.55,0.4,0.0,15.0,0.97,0.03,0.0,0.58,0.17,0.25,50.0,31.0,15.0,12,7,0,0.631578947368421,0.3490909090909091,0.0,19
Michel Prazeres,407,863,41.0,125,2.38,2.51,3.94,0.61,0.58,0.48,0.18,12.23,0.73,0.1,0.16,0.08,0.54,0.38,273.0,63.0,71.0,26,4,0,0.8666666666666667,0.4716106604866744,0.328,30
Nate Quarry,298,669,0.0,3,4.96,2.8,0.25,0.0,0.66,0.6,1.5,6.0,0.74,0.12,0.13,0.0,0.0,0.0,162.0,50.0,86.0,18,4,0,0.8181818181818182,0.445440956651719,0.0,22
Joe Pyfer,38,72,0.0,2,3.45,2.45,2.73,1.36,0.51,0.5,1.36,5.5,0.87,0.0,0.13,0.0,0.0,0.0,25.0,5.0,8.0,8,2,0,0.8,0.5277777777777778,0.0,10
Shavkat Rakhmonov,66,124,2.0,8,2.54,1.39,2.31,1.73,0.56,1.0,0.58,6.5,0.52,0.11,0.38,0.5,0.0,0.5,48.0,15.0,3.0,16,0,0,1.0,0.532258064516129,0.25,16
Aleksandar Rakić,365,724,3.0,20,4.01,2.3,0.82,0.16,0.53,0.9,0.66,11.38,0.57,0.11,0.32,0.69,0.23,0.08,210.0,63.0,92.0,14,3,0,0.8235294117647058,0.5041436464088398,0.15,17
Billy Quarantillo,677,1146,1.0,37,7.74,5.8,1.37,1.37,0.4,0.57,0.34,12.5,0.64,0.17,0.19,0.44,0.25,0.31,488.0,146.0,43.0,16,4,0,0.8,0.5907504363001745,0.027027027027027,20
Mike Pyle,480,1046,16.0,59,2.74,2.84,1.8,1.54,0.61,0.7,0.34,7.38,0.55,0.19,0.26,0.0,0.0,0.0,322.0,85.0,73.0,27,14,1,0.6428571428571429,0.4588910133843212,0.2711864406779661,42
Jens Pulver,290,776,0.0,6,2.12,3.13,0.22,0.33,0.57,0.64,0.44,8.57,0.68,0.17,0.15,0.0,0.0,0.0,233.0,39.0,18.0,22,13,1,0.6111111111111112,0.3737113402061855,0.0,36
Jordan Radev,21,91,0.0,0,1.35,2.38,0.0,0.0,0.66,0.8,0.0,7.78,0.81,0.14,0.05,0.0,0.0,0.0,12.0,2.0,7.0,16,3,0,0.8421052631578947,0.2307692307692307,0.0,19
Cristian Quiñonez,76,181,0.0,1,5.07,5.2,1.0,0.0,0.6,1.0,1.0,15.0,0.92,0.08,0.0,0.53,0.29,0.18,59.0,3.0,14.0,17,3,0,0.85,0.4198895027624309,0.0,20
Jose Quinonez,341,750,12.0,36,3.6,3.0,2.7,0.63,0.64,0.43,0.48,10.52,0.79,0.06,0.15,0.22,0.67,0.11,175.0,66.0,100.0,9,5,0,0.6428571428571429,0.4546666666666666,0.3333333333333333,14
Bec Rawlings,378,883,4.0,10,4.48,5.66,0.71,0.36,0.57,0.68,0.0,12.07,0.78,0.17,0.05,0.14,0.29,0.57,263.0,67.0,48.0,7,8,0,0.4666666666666667,0.4280860702151755,0.4,15
Stevie Ray,449,999,5.0,13,3.73,2.93,0.75,0.62,0.55,0.56,0.12,10.93,0.73,0.07,0.2,0.27,0.36,0.36,280.0,50.0,119.0,23,9,0,0.71875,0.4494494494494494,0.3846153846153846,32
Kevin Randleman,33,58,0.0,5,1.08,6.1,1.47,0.49,0.57,0.31,0.0,10.17,0.09,0.18,0.73,0.0,0.0,0.0,26.0,6.0,1.0,10,5,0,0.6666666666666666,0.5689655172413793,0.0,15
Ricardo Ramos,328,859,4.0,29,3.32,3.82,2.58,0.61,0.58,0.73,0.46,9.88,0.85,0.08,0.07,0.2,0.33,0.47,209.0,63.0,56.0,16,4,0,0.8,0.3818393480791618,0.1379310344827586,20
Luis Ramos,24,68,0.0,5,2.4,5.6,1.5,0.0,0.42,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,13.0,19,8,0,0.7037037037037037,0.3529411764705882,0.0,27
Davi Ramos,203,538,6.0,25,2.64,3.44,1.95,0.58,0.56,0.83,0.0,11.0,0.78,0.1,0.12,0.1,0.2,0.7,147.0,31.0,25.0,10,4,0,0.7142857142857143,0.3773234200743494,0.24,14
Leigh Remedios,5,12,0.0,0,0.75,1.36,0.0,0.0,0.69,0.33,0.0,6.63,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,3.0,11,3,1,0.7333333333333333,0.4166666666666667,0.0,15
Jason Reinhardt,4,10,0.0,8,0.51,4.07,1.91,0.0,0.44,0.5,0.0,2.62,0.75,0.25,0.0,0.0,0.0,0.0,3.0,0.0,1.0,20,3,0,0.8695652173913043,0.4,0.0,23
Chad Reiner,8,39,0.0,3,0.53,1.97,0.99,1.97,0.46,0.25,0.0,7.62,0.63,0.38,0.0,0.0,0.0,0.0,4.0,2.0,2.0,13,2,0,0.8666666666666667,0.2051282051282051,0.0,15
Wilson Reis,271,917,43.0,119,1.83,3.04,5.15,0.61,0.56,0.47,0.0,11.42,0.67,0.14,0.19,0.0,0.57,0.43,152.0,35.0,84.0,23,10,0,0.696969696969697,0.2955288985823337,0.361344537815126,33
Johnny Rees,43,67,0.0,4,3.29,0.84,1.15,0.0,0.48,0.5,0.0,6.55,0.14,0.63,0.23,0.0,0.0,0.0,21.0,16.0,6.0,10,2,0,0.8333333333333334,0.6417910447761194,0.0,12
Dominick Reyes,395,788,1.0,7,4.77,3.73,0.36,0.36,0.48,0.8,0.72,9.2,0.83,0.1,0.07,0.58,0.25,0.17,190.0,117.0,88.0,12,3,0,0.8,0.501269035532995,0.1428571428571428,15
Elise Reed,94,185,0.0,0,2.88,3.82,0.0,0.0,0.53,0.5,0.0,10.9,0.89,0.07,0.03,0.4,0.6,0.0,55.0,14.0,25.0,5,2,0,0.7142857142857143,0.5081081081081081,0.0,7
Karl Reed,58,129,0.0,9,2.04,3.84,1.06,0.0,0.39,0.53,0.0,14.22,0.52,0.48,0.0,0.5,0.5,0.0,40.0,11.0,7.0,2,1,0,0.6666666666666666,0.4496124031007752,0.0,3
Paul Redmond,13,38,0.0,2,0.72,2.99,0.0,0.0,0.42,0.5,0.0,9.03,1.0,0.0,0.0,0.5,0.1,0.4,11.0,1.0,1.0,10,5,0,0.6666666666666666,0.3421052631578947,0.0,15
Victor Reyna,94,148,0.0,2,5.8,4.75,0.0,0.0,0.43,1.0,0.0,8.1,0.71,0.17,0.12,0.0,0.0,0.0,69.0,12.0,13.0,11,5,0,0.6875,0.6351351351351351,0.0,16
Mike Rhodes,100,254,0.0,6,3.2,4.13,0.96,0.48,0.64,0.75,0.0,10.42,0.92,0.08,0.0,0.5,0.33,0.17,52.0,14.0,34.0,6,4,0,0.6,0.3937007874015748,0.0,10
Jon Delos Reyes,70,182,0.0,6,2.99,4.14,3.2,1.92,0.52,0.56,1.28,5.87,0.47,0.31,0.21,0.5,0.0,0.5,47.0,15.0,8.0,8,5,0,0.6153846153846154,0.3846153846153846,0.0,13
Marco Polo Reyes,264,708,0.0,1,6.0,5.52,0.0,0.0,0.6,0.47,1.71,5.5,0.81,0.09,0.1,0.75,0.13,0.13,166.0,66.0,32.0,8,8,0,0.5,0.3728813559322034,0.0,16
Marion Reneau,546,1311,2.0,11,3.2,3.52,0.62,0.79,0.6,0.5,0.0,13.1,0.66,0.19,0.15,0.56,0.11,0.33,366.0,112.0,68.0,9,8,1,0.5,0.4164759725400457,0.1818181818181818,18
Amanda Ribas,336,838,2.0,23,4.46,2.57,2.19,1.19,0.71,0.88,0.0,10.77,0.79,0.07,0.14,0.27,0.36,0.36,205.0,72.0,59.0,11,3,0,0.7857142857142857,0.4009546539379475,0.0869565217391304,14
Brad Riddell,346,646,1.0,24,4.73,3.56,1.85,0.0,0.53,0.63,0.21,12.18,0.82,0.05,0.14,0.5,0.5,0.0,227.0,74.0,45.0,10,3,0,0.7692307692307693,0.5356037151702786,0.0416666666666666,13
Mike Ricci,81,250,0.0,2,1.8,1.64,0.67,0.0,0.66,0.54,0.0,15.0,0.68,0.05,0.27,0.56,0.33,0.11,53.0,22.0,6.0,9,4,0,0.6923076923076923,0.324,0.0,13
Alessandro Ricci,49,119,0.0,2,2.48,2.53,0.0,0.0,0.65,0.64,0.0,9.87,0.69,0.31,0.0,0.5,0.5,0.0,19.0,19.0,11.0,10,5,0,0.6666666666666666,0.4117647058823529,0.0,15
Dante Rivera,34,64,0.0,5,2.27,4.0,0.0,0.0,0.25,0.17,0.0,15.0,0.26,0.71,0.03,0.0,0.0,0.0,11.0,19.0,4.0,10,3,0,0.7692307692307693,0.53125,0.0,13
Diego Rivas,69,171,6.0,10,1.37,2.14,1.79,0.89,0.52,0.64,0.3,12.6,0.61,0.23,0.16,0.43,0.29,0.29,36.0,15.0,18.0,7,2,0,0.7777777777777778,0.4035087719298245,0.6,9
Jimmie Rivera,552,1368,5.0,29,4.03,3.9,0.88,0.11,0.6,0.93,0.33,12.45,0.88,0.1,0.02,0.17,0.74,0.09,298.0,114.0,140.0,23,5,0,0.8214285714285714,0.4035087719298245,0.1724137931034483,28
Jordan Rinaldi,81,230,2.0,14,1.56,2.32,1.45,1.16,0.59,0.2,0.0,10.35,0.84,0.01,0.15,0.07,0.36,0.57,39.0,11.0,31.0,14,7,0,0.6666666666666666,0.3521739130434783,0.1428571428571428,21
Buddy Roberts,50,146,0.0,0,2.17,2.08,0.0,0.65,0.7,0.76,0.0,11.55,0.84,0.14,0.02,0.0,0.0,0.0,36.0,10.0,4.0,12,3,0,0.8,0.3424657534246575,0.0,15
Luke Rockhold,561,1165,5.0,20,4.18,2.43,0.67,1.12,0.57,0.68,1.01,7.37,0.55,0.14,0.32,0.38,0.13,0.5,333.0,141.0,87.0,16,5,0,0.7619047619047619,0.4815450643776824,0.25,21
Karl Roberson,213,411,1.0,10,2.57,2.42,0.72,0.54,0.58,0.43,0.36,7.55,0.58,0.17,0.25,0.22,0.33,0.44,131.0,38.0,44.0,9,6,0,0.6,0.5182481751824818,0.1,15
Keith Rockel,11,15,0.0,4,1.13,0.21,4.63,4.63,0.67,1.0,0.0,4.87,0.18,0.0,0.82,0.0,0.0,0.0,9.0,1.0,1.0,10,4,1,0.6666666666666666,0.7333333333333333,0.0,15
Gregory Rodrigues,263,470,7.0,13,6.0,5.73,2.4,0.68,0.54,1.0,1.03,8.77,0.86,0.06,0.08,0.58,0.17,0.25,203.0,50.0,10.0,12,4,0,0.75,0.5595744680851064,0.5384615384615384,16
Vagner Rocha,85,200,0.0,9,2.64,4.5,1.4,1.86,0.48,0.5,0.0,9.45,0.87,0.01,0.12,0.0,0.0,0.0,56.0,9.0,20.0,11,4,0,0.7333333333333333,0.425,0.0,15
Carlos Eduardo Rocha,40,117,0.0,5,1.24,1.85,0.0,1.39,0.56,0.53,0.0,9.08,0.68,0.3,0.03,0.0,0.0,0.0,12.0,10.0,18.0,9,2,0,0.8181818181818182,0.3418803418803419,0.0,11
Yair Rodriguez,757,1672,8.0,32,4.67,4.12,0.83,0.74,0.53,0.63,0.28,13.5,0.8,0.06,0.14,0.4,0.4,0.2,421.0,135.0,201.0,15,3,0,0.8333333333333334,0.4527511961722488,0.25,18
Colin Robinson,36,52,0.0,1,6.19,7.91,2.58,5.16,0.38,0.5,0.0,2.92,0.0,0.44,0.56,0.0,0.0,0.0,26.0,10.0,0.0,9,4,0,0.6923076923076923,0.6923076923076923,0.0,13
Alvin Robinson,57,113,0.0,6,1.57,1.29,1.24,1.24,0.51,0.25,0.0,9.1,0.23,0.09,0.68,0.0,0.0,0.0,53.0,3.0,1.0,10,4,0,0.7142857142857143,0.504424778761062,0.0,14
Gillian Robertson,274,564,3.0,44,2.39,2.78,2.36,0.92,0.51,0.29,0.0,9.55,0.48,0.05,0.47,0.1,0.3,0.6,189.0,46.0,39.0,10,7,0,0.5882352941176471,0.4858156028368794,0.0681818181818181,17
Marina Rodriguez,749,1570,0.0,6,5.03,3.07,0.2,0.2,0.58,0.66,0.2,14.9,0.69,0.24,0.07,0.38,0.56,0.06,391.0,203.0,155.0,16,1,2,0.8421052631578947,0.4770700636942675,0.0,19
Christian Rodriguez,104,251,2.0,2,3.47,2.17,1.0,1.5,0.6,0.6,0.0,15.0,0.9,0.09,0.01,0.43,0.14,0.43,87.0,17.0,0.0,7,1,0,0.875,0.4143426294820717,1.0,8
Alexandr Romanov,157,299,13.0,23,4.23,1.35,6.46,1.62,0.44,0.2,0.0,7.43,0.15,0.06,0.79,0.38,0.06,0.56,129.0,19.0,9.0,16,0,0,1.0,0.5250836120401338,0.5652173913043478,16
Daniel Rodriguez,724,1447,0.0,9,8.06,5.38,0.84,0.17,0.58,0.76,0.67,11.23,0.94,0.01,0.04,0.26,0.61,0.13,491.0,96.0,137.0,16,2,0,0.8888888888888888,0.5003455425017277,0.0,18
Mike Rodriguez,331,615,0.0,1,4.35,4.24,0.0,0.0,0.41,0.38,1.18,8.47,0.61,0.31,0.08,0.82,0.0,0.18,147.0,112.0,72.0,11,7,0,0.6111111111111112,0.5382113821138211,0.0,18
